City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Lahore,haze,69.78200000000001,68.75600000000003,69.78200000000001,69.78200000000001,1015,49,0,2024-11-26 20:36:08,2024-11-26 06:40:21,2024-11-26 16:59:59
